rank,secret_word,word,clue,connection_strength
672,color,textural,I am not textured like this,weak
673,color,analysis,I do not evaluate like this,strong
674,color,charm,I am not enchanting like this,weak
675,color,paintbrush,I do not paint like this tool,strong
676,color,calling,I have nothing to do with this,strong
677,color,distinct,I am not unique like this,weak
678,color,darky,I am not as dark as this,weak
679,color,blending,I do not mix like this,strong
680,color,carbon,I am not an element like this,strong
681,color,chocolate,I am not edible like this treat,weak
682,color,humour,I do not joke like this,strong
683,color,yellowing,I am not turning yellow like this,weak
684,color,sapor,I do not taste like this,medium
685,color,modify,I have nothing to do with this,strong
686,color,crayoned,I am not drawn like this,weak
687,color,label,I do not tag like this,medium
688,color,touch,I do not feel like this sense,medium
689,color,race,I am not competitive like this,weak
690,color,repainting,I do not cover like this,medium
691,color,logo,I am not a symbol like this,weak
692,color,conduct,I do not guide like this,medium
693,color,vividest,I am not the most vibrant,weak
694,color,makeup,I am not cosmetic like this,weak
695,color,life,I am not alive like this,weak
696,color,blah,I have nothing to do with this,strong
697,color,flashier,I am not as flashy as this,weak
698,color,swirl,I do not spiral like this,weak
699,color,figure,I am not a shape like this,weak
700,color,varna,I have nothing to do with this,strong
701,color,element,I am not a part like this,strong
702,color,performance,I have nothing to do with this,weak
703,color,call,I am used for this action,strong
704,color,space,I am often filled with this,strong
705,color,chosen,I am not the one selected,medium
706,color,depth,I can add dimension to this,medium
707,color,frequency,I vibrate differently from this,medium
708,color,drabness,I lack dullness like this,medium
709,color,creativity,I inspire artistic ideas unlike this,medium
710,color,cake,I am not edible like this,medium
711,color,clarity,I am not transparent like this,medium
712,color,bluing,"Super close, sizzling hot",strong
713,color,nonfading,I can fade unlike this,medium
714,color,work,I am not labor like this,medium
715,color,copyright,I am not protected like this,medium
716,color,audio,I am not heard like this,medium
717,color,texturing,I am not textured like this,medium
718,color,marc,I am not a type of art,medium
719,color,grow,I do not develop like this,medium
720,color,colobi,I am not a monkey species,medium
721,color,copen,"Super close, sizzling hot",strong
722,color,collar,I am not a clothing piece,medium
723,color,word,I am not a linguistic unit,medium
724,color,fluorescence,I do not emit light like this,medium
725,color,material,I am not a substance type,medium
726,color,darkness,I am not lack of light,medium
727,color,cooly,I am not calm like this,medium
728,color,noncola,I am not a carbonated drink,medium
729,color,care,I am not attentive like this,medium
730,color,variable,I am not constant like this,medium
731,color,alter,I don't change like this,medium
732,color,flashiness,I am not flashy like this,medium
733,color,volt,I am not a unit of measure,medium
734,color,meaning,I don't convey messages like this,medium
735,color,calorize,I am not energy converted like this,medium
736,color,brush,I am not a painting tool,medium
737,color,variegation,"Super close, sizzling hot",strong
738,color,editor,I am not a content reviser,medium
739,color,texturize,I am not textured like this,medium
740,color,cooler,I am not used for temperature,medium
741,color,orthochromatic,"Super close, sizzling hot",strong
742,color,coo,I am not a bird sound,medium
743,color,gouache,I am not a painting technique,medium
744,color,essay,I am not a written composition,medium
745,color,digital,I am not technology like this,medium
746,color,lightener,I am not a brightening agent,medium
747,color,fine,I am not thin like this,medium
748,color,motif,I am not a recurring theme,medium
749,color,impaint,I am not used for painting,medium
750,color,dit,I am not a musical signal,medium
751,color,canva,I am not a fabric material,medium
752,color,action,I have nothing to do with this,weak
753,color,pinken,"Super close, sizzling hot",strong
754,color,dichroic,I am not as complex as this,weak
755,color,concert,I bring joy to this event,medium
756,color,pulse,"Super close, sizzling hot",strong
757,color,go,I can't change this stop signal,weak
758,color,pinking,I am not related to this,weak
759,color,skill,"Super close, sizzling hot",strong
760,color,mottling,"Super close, sizzling hot",strong
761,color,amber,I am not as warm as this,weak
762,color,melanize,I can't create this pigment,weak
763,color,kor,I have nothing to do with this,weak
764,color,favor,I can be this for some,medium
765,color,fuchsin,I am not as bright as this,weak
766,color,line,My hue can be like this,medium
767,color,poly,I am not made of this material,weak
768,color,prettier,I bring out beauty in this,medium
769,color,technology,I am not related to this,weak
770,color,coal,I am not as dark as this,weak
771,color,play,I can be part of this fun,medium
772,color,tannish,"Super close, sizzling hot",strong
773,color,phytochrome,I am not related to this,weak
774,color,fading,"Super close, sizzling hot",strong
775,color,creation,I can inspire artistic this,medium
776,color,pic,I can be captured in this,medium
777,color,colorectal,I am not related to this,weak
778,color,iridescence,I can shine like this effect,medium
779,color,colorimetrically,I am not measured in this way,weak
780,color,magic,I can be enchanting like this,medium
781,color,greenishness,My hue can be close to this,medium
782,color,comfort,I can bring a sense of this,medium
783,color,coin,I am not as shiny as this,weak
784,color,chromolithograph,I am not related to this,weak
785,color,genre,I can be associated with this,medium
786,color,brighter,I am not as luminous as this,weak
787,color,cote,I have nothing to do with this,weak
788,color,confetti,"Super close, sizzling hot",strong
789,color,sort,I can be categorized like this,medium
790,color,fruit,I can be found in this,medium
791,color,conto,I have nothing to do with this,weak
792,color,rock,I am not as solid as this,weak
793,color,reddishness,My hue can be close to this,medium
794,color,coordinate,I am not related to this,weak
795,color,folk,I can be traditional like this,medium
796,color,good,"Super close, sizzling hot",strong
797,color,lightfast,"Super close, sizzling hot",strong
798,color,visibility,I can enhance this quality,medium
799,color,melody,I can evoke this sound association,medium
800,color,cor,I am not related to this,weak
801,color,golden,I am not as precious as this,weak
802,color,dress,"Super close, sizzling hot",strong
803,color,inkiness,I am the absence of this,strong
804,color,pinky,"Super close, sizzling hot",strong
805,color,synesthesia,I am not related to this condition,weak
806,color,carotinoid,I have no association with this,weak
807,color,correct,I am not right or wrong,weak
808,color,blooming,I do not refer to flowering,weak
809,color,fragrance,I have no scent like this,weak
810,color,zoom,I am not about magnification,weak
811,color,olio,I am not related to this,weak
812,color,coating,I can be applied as this,medium
813,color,article,I have nothing to do with this,weak
814,color,lightfastness,I do not fade like this,medium
815,color,compare,I am not used for comparison,weak
816,color,dialog,I have no speech like this,weak
817,color,greying,I can be a factor in this,medium
818,color,song,My presence is not musical,weak
819,color,smalt,I am not a type of pigment,weak
820,color,sex,I am not related to gender,weak
821,color,calico,I do not have patterns like this,weak
822,color,promo,I have no relation to promotions,weak
823,color,illuminant,I am not a source of light,weak
824,color,border,I can define edges like this,medium
825,color,portrait,I am not a painted picture,weak
826,color,shadow,"I am cast by objects, not this",medium
827,color,corner,I can be found in every corner,medium
828,color,overlay,I can be applied on top,medium
829,color,turquois,I am not this shade of blue,medium
